Geneid	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	Entity	Symbol	is_outlier	outlier_info
gene-AUO97_RS05370	0	0	0	1	0	0	host	gene-AUO97_RS05370	False	
gene-AUO97_RS02005	289	252	59	60	33	26	host	gene-AUO97_RS02005	False	
gene-AUO97_RS02355	9	18	2	8	2	2	host	gene-AUO97_RS02355	False	
gene-AUO97_RS14610	24	19	1	1	3	2	host	gene-AUO97_RS14610	False	
gene-AUO97_RS09260	312	242	72	83	36	26	host	gene-AUO97_RS09260	False	
gene-AUO97_RS17260	101	51	20	19	14	6	host	pcaH	False	
gene-AUO97_RS03020	380	339	227	263	81	61	host	gene-AUO97_RS03020	False	
gene-AUO97_RS15085	19	24	3	8	1	0	host	gene-AUO97_RS15085	False	
gene-AUO97_RS08920	9	9	9	10	7	3	host	gene-AUO97_RS08920	False	
gene-AUO97_RS06265	166	129	76	70	26	15	host	gene-AUO97_RS06265	False	
gene-AUO97_RS08395	0	0	0	0	0	0	host	gene-AUO97_RS08395	False	
gene-AUO97_RS09475	198	185	72	100	30	29	host	gene-AUO97_RS09475	False	
gene-AUO97_RS07525	86	43	17	20	13	9	host	dkgB	False	
gene-AUO97_RS11480	212	169	31	48	32	13	host	cntB	False	
gene-AUO97_RS13235	0	1	0	0	0	2	host	gene-AUO97_RS13235	False	
gene-AUO97_RS16725	106	93	22	29	14	9	host	gene-AUO97_RS16725	False	
gene-AUO97_RS06520	615	457	190	257	104	69	host	gene-AUO97_RS06520	False	
gene-AUO97_RS14860	783	560	236	214	94	56	host	gene-AUO97_RS14860	False	
gene-AUO97_RS18610	191	155	52	47	28	16	host	gene-AUO97_RS18610	False	
gene-AUO97_RS09165	297	206	78	96	39	28	host	hisIE	False	
gene-AUO97_RS13830	375	276	65	89	60	25	host	gene-AUO97_RS13830	False	
gene-AUO97_RS14845	376	331	91	124	52	37	host	gene-AUO97_RS14845	False	
gene-AUO97_RS03535	0	1	0	0	1	0	host	gene-AUO97_RS03535	False	
gene-AUO97_RS07440	235	218	74	81	36	23	host	rsmB	False	
gene-AUO97_RS08200	0	0	0	0	0	0	host	gene-AUO97_RS08200	False	
gene-AUO97_RS08205	1	0	0	0	0	0	host	gene-AUO97_RS08205	False	
gene-AUO97_RS12380	33	21	6	7	4	4	host	gene-AUO97_RS12380	False	
gene-AUO97_RS10230	70	59	19	26	9	3	host	gene-AUO97_RS10230	False	
gene-AUO97_RS08405	0	0	0	0	0	0	host	gene-AUO97_RS08405	False	
gene-AUO97_RS06305	528	447	90	132	60	35	host	cysK	False	
gene-AUO97_RS10815	10	2	4	6	3	1	host	gene-AUO97_RS10815	False	
gene-AUO97_RS14415	8	3	4	2	1	2	host	gene-AUO97_RS14415	False	
gene-AUO97_RS17625	414	326	113	81	44	30	host	gene-AUO97_RS17625	False	
gene-AUO97_RS11915	38	21	4	10	7	4	host	pgaD	False	
gene-AUO97_RS00825	10	8	0	1	0	1	host	gene-AUO97_RS00825	False	
gene-AUO97_RS01895	219	176	47	68	38	25	host	gene-AUO97_RS01895	False	
gene-AUO97_RS12755	0	0	0	0	0	0	host	gene-AUO97_RS12755	False	
gene-AUO97_RS10550	332	283	46	76	29	14	host	gigA	False	
gene-AUO97_RS06545	182	156	75	70	45	24	host	gene-AUO97_RS06545	False	
gene-AUO97_RS08715	23	22	10	12	8	5	host	gene-AUO97_RS08715	False	
gene-AUO97_RS03070	4	6	1	2	0	0	host	gene-AUO97_RS03070	False	
gene-AUO97_RS01420	64	50	13	14	5	7	host	gene-AUO97_RS01420	False	
gene-AUO97_RS13445	13	14	7	5	7	1	host	benE	False	
gene-AUO97_RS02570	309	193	58	78	31	26	host	lipB	False	
gene-AUO97_RS15465	0	0	0	0	0	0	host	gene-AUO97_RS15465	False	
gene-AUO97_RS15735	39	33	13	19	8	11	host	gene-AUO97_RS15735	False	
gene-AUO97_RS16865	33	28	14	12	7	4	host	gene-AUO97_RS16865	False	
gene-AUO97_RS17245	45	33	24	25	13	7	host	gene-AUO97_RS17245	False	
gene-AUO97_RS09995	47	41	9	14	2	6	host	gene-AUO97_RS09995	False	
gene-AUO97_RS04715	619	443	173	211	99	78	host	gene-AUO97_RS04715	False	
gene-AUO97_RS14020	107	91	37	42	24	19	host	tssH	False	
gene-AUO97_RS05460	64	40	16	16	15	11	host	gene-AUO97_RS05460	False	
gene-AUO97_RS04800	35	31	17	18	3	4	host	gene-AUO97_RS04800	False	
gene-AUO97_RS19675	0	0	0	0	0	0	host	gene-AUO97_RS19675	False	
gene-AUO97_RS00500	90	74	35	25	9	12	host	rodA	False	
gene-AUO97_RS01235	49	26	8	23	10	3	host	gene-AUO97_RS01235	False	
gene-AUO97_RS03075	127	95	31	35	13	8	host	gene-AUO97_RS03075	False	
gene-AUO97_RS03635	116	98	28	21	17	12	host	gene-AUO97_RS03635	False	
gene-AUO97_RS05330	47	38	34	39	16	11	host	gene-AUO97_RS05330	False	
gene-AUO97_RS12300	36	31	4	8	4	4	host	gene-AUO97_RS12300	False	
gene-AUO97_RS16855	7	9	2	2	1	0	host	gene-AUO97_RS16855	False	
gene-AUO97_RS02615	536	403	137	146	45	54	host	gene-AUO97_RS02615	False	
gene-AUO97_RS00260	0	0	0	0	0	0	host	gene-AUO97_RS00260	False	
gene-AUO97_RS12125	101	61	22	27	11	6	host	gene-AUO97_RS12125	False	
gene-AUO97_RS17675	55	31	12	16	5	1	host	gene-AUO97_RS17675	False	
gene-AUO97_RS04615	0	0	0	0	0	0	host	gene-AUO97_RS04615	False	
gene-AUO97_RS01575	141	103	40	46	18	11	host	gene-AUO97_RS01575	False	
gene-AUO97_RS19110	305	242	93	77	60	37	host	gene-AUO97_RS19110	False	
gene-AUO97_RS08530	150	121	36	45	12	12	host	gene-AUO97_RS08530	False	
gene-AUO97_RS03945	164	114	46	50	18	13	host	gene-AUO97_RS03945	False	
gene-AUO97_RS19905	0	0	0	0	0	0	host	gene-AUO97_RS19905	False	
gene-AUO97_RS15090	0	4	4	3	0	0	host	gene-AUO97_RS15090	False	
gene-AUO97_RS09830	90	72	41	55	29	21	host	gene-AUO97_RS09830	False	
gene-AUO97_RS14780	2	3	0	0	0	0	host	arsC	False	
gene-AUO97_RS18775	39	34	15	14	3	6	host	gene-AUO97_RS18775	False	
gene-AUO97_RS02270	586	441	166	162	80	75	host	gene-AUO97_RS02270	False	
gene-AUO97_RS00370	47	21	12	21	9	8	host	gene-AUO97_RS00370	False	
gene-AUO97_RS01865	445	328	137	191	84	55	host	tolQ	False	
gene-AUO97_RS02545	70	82	37	47	12	17	host	gene-AUO97_RS02545	False	
gene-AUO97_RS08040	0	0	0	0	0	0	host	gene-AUO97_RS08040	False	
gene-AUO97_RS10350	390	260	72	96	58	28	host	panB	False	
gene-AUO97_RS15125	46	30	14	12	9	11	host	gene-AUO97_RS15125	False	
gene-M172_gp19	70863	81513	137105	164702	72163	57362	phage	gene-M172_gp19	False	
gene-AUO97_RS13225	0	0	0	1	0	0	host	gene-AUO97_RS13225	False	
gene-AUO97_RS16710	0	0	0	0	0	0	host	gene-AUO97_RS16710	False	
gene-AUO97_RS12775	0	0	1	0	0	0	host	kdgD	False	
gene-AUO97_RS02855	428	360	192	258	99	64	host	gene-AUO97_RS02855	False	
gene-AUO97_RS13525	243	155	45	40	27	12	host	xseA	False	
gene-AUO97_RS18910	142	120	64	113	55	72	host	gene-AUO97_RS18910	False	
gene-AUO97_RS06910	0	0	0	0	0	0	host	gene-AUO97_RS06910	False	
gene-AUO97_RS04155	122	136	39	52	21	6	host	wrbA	False	
gene-AUO97_RS16035	52	40	0	12	10	5	host	gene-AUO97_RS16035	False	
gene-AUO97_RS02205	64	57	35	34	25	21	host	posA	False	
gene-AUO97_RS05005	721	492	148	151	120	77	host	ftsI	False	
gene-AUO97_RS01450	101	126	52	69	22	20	host	gene-AUO97_RS01450	False	
gene-AUO97_RS15745	34	30	11	4	2	1	host	gene-AUO97_RS15745	False	
gene-AUO97_RS08085	0	0	0	0	0	0	host	gene-AUO97_RS08085	False	
gene-AUO97_RS09515	109	122	28	35	14	20	host	leuD	False	
gene-AUO97_RS18715	147	98	25	30	19	10	host	gene-AUO97_RS18715	False	
gene-AUO97_RS07500	529	438	160	184	98	90	host	dnaJ	False	
gene-AUO97_RS13600	281	196	100	116	51	45	host	gene-AUO97_RS13600	False	
gene-AUO97_RS13145	0	0	0	0	0	0	host	gene-AUO97_RS13145	False	
gene-AUO97_RS16935	0	0	0	0	0	0	host	gene-AUO97_RS16935	False	
gene-AUO97_RS15650	0	0	0	0	0	0	host	gene-AUO97_RS15650	False	
gene-AUO97_RS10505	541	436	140	147	67	47	host	gene-AUO97_RS10505	False	
gene-M172_gp28	9829	11400	48519	63551	50764	39152	phage	gene-M172_gp28	False	
gene-AUO97_RS00325	284	169	71	69	41	36	host	gene-AUO97_RS00325	False	
gene-AUO97_RS11030	0	0	0	0	0	0	host	gene-AUO97_RS11030	False	
gene-AUO97_RS14920	7	0	6	3	0	2	host	gene-AUO97_RS14920	False	
gene-AUO97_RS18460	0	0	0	0	0	0	host	gene-AUO97_RS18460	False	
gene-AUO97_RS08380	1	0	0	0	0	0	host	gene-AUO97_RS08380	False	
gene-AUO97_RS19930	0	1	0	1	0	0	host	gene-AUO97_RS19930	False	
gene-AUO97_RS09240	549	408	145	169	74	45	host	gene-AUO97_RS09240	False	
gene-AUO97_RS10825	73	57	33	33	11	8	host	gene-AUO97_RS10825	False	
gene-AUO97_RS16210	633	484	115	167	77	79	host	gene-AUO97_RS16210	False	
gene-AUO97_RS00630	142	80	31	21	14	13	host	gene-AUO97_RS00630	False	
gene-AUO97_RS05010	119	82	49	33	24	13	host	ftsL	False	
gene-AUO97_RS19000	194	158	48	44	26	26	host	dnaB	False	
gene-AUO97_RS17950	654	443	124	153	111	65	host	accB	False	
gene-AUO97_RS15820	431	363	144	174	63	63	host	rraA	False	
gene-AUO97_RS00530	40	29	14	8	3	2	host	gene-AUO97_RS00530	False	
gene-AUO97_RS14185	802	583	182	192	116	89	host	paaD	False	
gene-AUO97_RS17745	339	272	113	111	44	32	host	gene-AUO97_RS17745	False	
gene-AUO97_RS18420	14	11	9	6	2	1	host	gene-AUO97_RS18420	False	
gene-AUO97_RS18745	10	4	1	4	0	0	host	gene-AUO97_RS18745	False	
gene-AUO97_RS01625	54	40	18	31	12	7	host	gene-AUO97_RS01625	False	
gene-AUO97_RS10010	33	40	11	19	7	10	host	gene-AUO97_RS10010	False	
gene-AUO97_RS16595	0	0	0	0	0	0	host	gene-AUO97_RS16595	False	
gene-AUO97_RS06485	60	37	13	19	12	9	host	gene-AUO97_RS06485	False	
gene-AUO97_RS10275	30	43	10	12	5	5	host	gene-AUO97_RS10275	False	
gene-AUO97_RS07000	282	253	122	127	59	50	host	rph	False	
gene-AUO97_RS07915	0	0	0	0	0	0	host	gene-AUO97_RS07915	False	
gene-AUO97_RS12880	0	0	0	0	0	0	host	gene-AUO97_RS12880	False	
gene-AUO97_RS14050	40	30	12	14	3	4	host	gene-AUO97_RS14050	False	
gene-AUO97_RS11175	66	37	16	28	15	7	host	gene-AUO97_RS11175	False	
gene-AUO97_RS09735	37	20	14	8	2	4	host	gene-AUO97_RS09735	False	
gene-AUO97_RS03620	121	89	30	37	9	8	host	gene-AUO97_RS03620	False	
gene-AUO97_RS10265	62	46	9	11	13	11	host	gene-AUO97_RS10265	False	
gene-AUO97_RS14080	116	77	21	29	11	11	host	gene-AUO97_RS14080	False	
gene-AUO97_RS00190	332	302	108	103	37	27	host	gene-AUO97_RS00190	False	
gene-AUO97_RS19600	7	4	4	2	0	1	host	gene-AUO97_RS19600	False	
gene-AUO97_RS17550	123	100	40	55	13	10	host	gene-AUO97_RS17550	False	
gene-AUO97_RS05065	199	153	70	118	18	20	host	gene-AUO97_RS05065	False	
gene-AUO97_RS15160	142	115	23	34	20	10	host	gene-AUO97_RS15160	False	
gene-AUO97_RS17310	60	31	44	19	11	12	host	gene-AUO97_RS17310	False	
gene-AUO97_RS18625	168	138	69	95	39	23	host	gene-AUO97_RS18625	False	
gene-AUO97_RS02100	81	79	36	38	7	13	host	gene-AUO97_RS02100	False	
gene-AUO97_RS06715	9	5	1	6	8	1	host	gene-AUO97_RS06715	False	
gene-AUO97_RS19370	38	25	6	13	4	2	host	gene-AUO97_RS19370	False	
gene-AUO97_RS07420	11	9	10	8	3	0	host	gene-AUO97_RS07420	False	
gene-AUO97_RS01925	73	67	16	32	3	11	host	rbtA	False	
gene-AUO97_RS05950	0	0	0	0	0	0	host	gene-AUO97_RS05950	False	
gene-AUO97_RS08695	201	160	35	64	15	20	host	gene-AUO97_RS08695	False	
gene-AUO97_RS17295	66	63	33	55	14	14	host	gene-AUO97_RS17295	False	
gene-AUO97_RS12870	0	0	0	0	0	0	host	gene-AUO97_RS12870	False	
gene-AUO97_RS16485	0	0	1	3	0	0	host	gene-AUO97_RS16485	False	
gene-AUO97_RS06250	229	161	58	88	51	24	host	mdtD	False	
gene-AUO97_RS06530	56	44	12	5	6	1	host	gene-AUO97_RS06530	False	
gene-AUO97_RS18280	23	24	12	10	3	6	host	gene-AUO97_RS18280	False	
gene-AUO97_RS17640	14	10	12	12	3	0	host	gene-AUO97_RS17640	False	
gene-AUO97_RS05745	10	10	4	4	3	2	host	gene-AUO97_RS05745	False	
gene-AUO97_RS18305	4	7	2	3	0	0	host	gene-AUO97_RS18305	False	
gene-AUO97_RS07605	95	73	63	79	9	4	host	gene-AUO97_RS07605	False	
gene-AUO97_RS06100	245	170	36	63	36	22	host	gene-AUO97_RS06100	False	
gene-AUO97_RS02230	847	708	177	219	47	52	host	gene-AUO97_RS02230	False	
gene-AUO97_RS08125	4	5	0	1	0	0	host	gene-AUO97_RS08125	False	
gene-AUO97_RS09770	2	4	1	5	0	1	host	gene-AUO97_RS09770	False	
gene-AUO97_RS00960	0	0	0	0	0	0	host	gene-AUO97_RS00960	False	
gene-AUO97_RS05580	58	33	7	13	3	1	host	sfnG	False	
gene-AUO97_RS07275	150	73	41	50	18	8	host	hpt	False	
gene-AUO97_RS15320	166	157	43	43	17	15	host	gene-AUO97_RS15320	False	
gene-AUO97_RS01445	30	26	5	6	1	0	host	gene-AUO97_RS01445	False	
gene-AUO97_RS03420	9	4	2	2	1	2	host	gene-AUO97_RS03420	False	
gene-AUO97_RS05420	400	336	94	101	46	28	host	gene-AUO97_RS05420	False	
gene-AUO97_RS10395	178	131	32	47	16	16	host	gene-AUO97_RS10395	False	
gene-AUO97_RS01055	13	15	9	3	4	1	host	gene-AUO97_RS01055	False	
gene-AUO97_RS13115	0	0	0	0	0	0	host	gene-AUO97_RS13115	False	
gene-AUO97_RS00095	553	369	215	308	65	71	host	gene-AUO97_RS00095	False	
gene-AUO97_RS08235	0	0	0	0	0	0	host	gene-AUO97_RS08235	False	
gene-AUO97_RS01355	449	285	108	98	66	42	host	gene-AUO97_RS01355	False	
gene-AUO97_RS12900	6	6	2	1	1	0	host	gene-AUO97_RS12900	False	
gene-AUO97_RS05935	0	0	0	0	0	0	host	gene-AUO97_RS05935	False	
gene-AUO97_RS14320	6	3	4	6	0	0	host	gene-AUO97_RS14320	False	
gene-AUO97_RS08525	129	92	27	35	30	28	host	gene-AUO97_RS08525	False	
gene-AUO97_RS09215	121	77	20	22	16	11	host	recD	False	
gene-AUO97_RS09535	139	94	45	38	12	21	host	gene-AUO97_RS09535	False	
gene-AUO97_RS16240	176	145	113	152	60	38	host	gene-AUO97_RS16240	False	
gene-AUO97_RS05170	2	3	0	1	1	0	host	gene-AUO97_RS05170	False	
gene-AUO97_RS17700	20	11	4	3	2	1	host	ffs	False	
gene-AUO97_RS03305	61	51	13	17	7	6	host	gene-AUO97_RS03305	False	
gene-AUO97_RS00655	10	12	6	8	1	0	host	gene-AUO97_RS00655	False	
gene-AUO97_RS15350	80	67	29	26	7	12	host	gene-AUO97_RS15350	False	
gene-AUO97_RS01780	0	0	0	0	0	0	host	gene-AUO97_RS01780	False	
gene-AUO97_RS00050	773	621	185	188	56	45	host	gene-AUO97_RS00050	False	
gene-AUO97_RS02770	251	214	58	95	49	31	host	gene-AUO97_RS02770	False	
gene-AUO97_RS06510	131	119	56	79	31	20	host	gene-AUO97_RS06510	False	
gene-AUO97_RS10810	11	15	6	11	9	4	host	gene-AUO97_RS10810	False	
gene-AUO97_RS09250	34	34	10	11	6	3	host	gene-AUO97_RS09250	False	
gene-AUO97_RS12450	56	38	22	26	8	16	host	gene-AUO97_RS12450	False	
gene-AUO97_RS15865	264	154	47	40	27	17	host	hscB	False	
gene-AUO97_RS16420	291	216	71	72	27	25	host	gene-AUO97_RS16420	False	
gene-AUO97_RS09425	150	102	42	85	19	17	host	gene-AUO97_RS09425	False	
gene-AUO97_RS19140	509	397	94	132	62	49	host	gene-AUO97_RS19140	False	
gene-AUO97_RS10400	26	17	4	9	0	2	host	gene-AUO97_RS10400	False	
gene-M172_gp47	4404	5112	32763	50361	266864	220015	phage	gene-M172_gp47	False	
gene-AUO97_RS03260	39	36	14	4	3	2	host	gene-AUO97_RS03260	False	
gene-AUO97_RS05520	74	46	25	20	9	13	host	gene-AUO97_RS05520	False	
gene-AUO97_RS03765	0	0	0	0	0	0	host	gene-AUO97_RS03765	False	
gene-AUO97_RS02995	382	323	121	172	56	49	host	gene-AUO97_RS02995	False	
gene-AUO97_RS12855	0	0	0	0	0	0	host	gene-AUO97_RS12855	False	
gene-AUO97_RS11870	120	112	39	53	28	27	host	gene-AUO97_RS11870	False	
gene-AUO97_RS13480	277	212	87	91	58	46	host	gene-AUO97_RS13480	False	
gene-AUO97_RS02565	554	441	145	160	84	59	host	gene-AUO97_RS02565	False	
gene-AUO97_RS13260	0	0	0	0	0	0	host	gene-AUO97_RS13260	False	
gene-AUO97_RS05130	0	0	0	0	0	0	host	gene-AUO97_RS05130	False	
gene-AUO97_RS11660	575	418	184	192	115	95	host	gene-AUO97_RS11660	False	
gene-M172_gp31	8365	10166	57637	79541	76921	55389	phage	gene-M172_gp31	False	
gene-AUO97_RS18900	187	227	70	133	52	49	host	gene-AUO97_RS18900	False	
gene-AUO97_RS15835	27	46	3	4	8	1	host	gene-AUO97_RS15835	False	
gene-AUO97_RS07825	11	10	5	7	0	2	host	gene-AUO97_RS07825	False	
gene-AUO97_RS15640	5	5	2	5	5	4	host	gene-AUO97_RS15640	False	
gene-AUO97_RS01675	0	0	0	0	0	0	host	gene-AUO97_RS01675	False	
gene-AUO97_RS16490	0	3	0	0	0	1	host	gene-AUO97_RS16490	False	
gene-AUO97_RS18365	195	167	50	53	22	13	host	gene-AUO97_RS18365	False	
gene-AUO97_RS11650	201	145	38	45	7	13	host	gene-AUO97_RS11650	False	
gene-AUO97_RS14580	219	158	38	43	21	11	host	yfcF	False	
gene-AUO97_RS07970	0	0	0	1	0	0	host	gene-AUO97_RS07970	False	
gene-AUO97_RS05970	0	0	0	0	0	0	host	gene-AUO97_RS05970	False	
gene-AUO97_RS01615	287	206	121	134	58	41	host	gene-AUO97_RS01615	False	
gene-AUO97_RS15665	0	0	0	0	0	0	host	gene-AUO97_RS15665	False	
gene-AUO97_RS15470	0	0	0	0	0	0	host	gene-AUO97_RS15470	False	
gene-AUO97_RS16220	227	187	40	59	28	25	host	trpB	False	
gene-AUO97_RS16680	8	3	2	3	2	4	host	gene-AUO97_RS16680	False	
gene-AUO97_RS18100	3	5	1	2	2	0	host	gene-AUO97_RS18100	False	
gene-AUO97_RS05040	39	27	13	26	10	16	host	gene-AUO97_RS05040	False	
gene-AUO97_RS13740	2	1	0	0	0	0	host	gene-AUO97_RS13740	False	
gene-AUO97_RS02945	313	286	112	116	115	58	host	gene-AUO97_RS02945	False	
gene-AUO97_RS09895	234	220	57	55	27	33	host	nagZ	False	
gene-AUO97_RS10610	451	319	103	143	55	53	host	hisD	False	
gene-AUO97_RS18820	1	3	1	2	2	1	host	kdpC	False	
gene-AUO97_RS16975	65	55	23	19	6	12	host	gene-AUO97_RS16975	False	
gene-AUO97_RS06015	168	140	56	83	47	41	host	gene-AUO97_RS06015	False	
gene-AUO97_RS03780	0	0	0	0	0	0	host	gene-AUO97_RS03780	False	
gene-AUO97_RS00060	73	62	23	18	17	13	host	gene-AUO97_RS00060	False	
gene-AUO97_RS16830	2	0	1	2	0	1	host	gene-AUO97_RS16830	False	
gene-AUO97_RS17890	84	66	17	20	8	7	host	gene-AUO97_RS17890	False	
gene-AUO97_RS12250	508	387	128	141	86	55	host	gene-AUO97_RS12250	False	
gene-AUO97_RS02875	234	164	54	69	42	37	host	mreD	False	
gene-AUO97_RS00070	98	54	23	30	13	5	host	gene-AUO97_RS00070	False	
gene-AUO97_RS15410	140	100	27	22	15	25	host	gene-AUO97_RS15410	False	
gene-AUO97_RS04010	52	30	13	13	9	4	host	gene-AUO97_RS04010	False	
gene-AUO97_RS19960	0	0	0	0	0	0	host	gene-AUO97_RS19960	False	
gene-AUO97_RS12280	18	5	5	5	1	0	host	gene-AUO97_RS12280	False	
gene-AUO97_RS07295	52	34	26	21	12	7	host	gene-AUO97_RS07295	False	
gene-AUO97_RS09405	204	118	34	26	21	13	host	hemW	False	
gene-AUO97_RS03030	677	524	204	191	72	75	host	gene-AUO97_RS03030	False	
gene-AUO97_RS14775	2	3	1	1	0	0	host	gene-AUO97_RS14775	False	
gene-AUO97_RS03665	0	0	0	0	0	0	host	gene-AUO97_RS03665	False	
gene-AUO97_RS08385	0	0	0	0	0	0	host	gene-AUO97_RS08385	False	
gene-AUO97_RS15710	0	0	0	0	0	0	host	gene-AUO97_RS15710	False	
gene-AUO97_RS04645	26	30	8	12	1	2	host	gene-AUO97_RS04645	False	
gene-AUO97_RS16720	53	37	4	17	4	2	host	gene-AUO97_RS16720	False	
gene-AUO97_RS18510	169	135	163	214	47	47	host	gene-AUO97_RS18510	False	
gene-AUO97_RS08035	0	0	0	0	0	0	host	gene-AUO97_RS08035	False	
gene-AUO97_RS13735	121	82	25	30	7	8	host	gene-AUO97_RS13735	False	
gene-AUO97_RS15970	31	28	14	24	8	7	host	gene-AUO97_RS15970	False	
gene-AUO97_RS11700	35	32	9	6	1	2	host	gene-AUO97_RS11700	False	
gene-AUO97_RS00285	194	148	69	111	24	25	host	gene-AUO97_RS00285	False	
gene-AUO97_RS11245	79	71	23	24	13	14	host	bioC	False	
gene-AUO97_RS13025	0	0	0	0	0	0	host	gene-AUO97_RS13025	False	
gene-AUO97_RS19190	123	70	19	13	16	5	host	csuE	False	
gene-AUO97_RS16565	23	19	17	22	3	9	host	gene-AUO97_RS16565	False	
gene-AUO97_RS13560	24	25	6	3	4	1	host	gene-AUO97_RS13560	False	
gene-AUO97_RS13520	47	35	7	13	2	4	host	xseB	False	
gene-AUO97_RS09990	57	41	26	20	8	13	host	gene-AUO97_RS09990	False	
gene-AUO97_RS01965	116	85	35	43	20	13	host	gene-AUO97_RS01965	False	
gene-AUO97_RS10525	169	174	58	70	19	23	host	gene-AUO97_RS10525	False	
gene-AUO97_RS19945	0	0	0	0	0	0	host	gene-AUO97_RS19945	False	
gene-AUO97_RS04215	557	316	117	153	36	25	host	gene-AUO97_RS04215	False	
gene-AUO97_RS06730	435	359	104	148	61	39	host	gene-AUO97_RS06730	False	
gene-AUO97_RS18720	341	229	101	95	31	25	host	gene-AUO97_RS18720	False	
gene-AUO97_RS13725	17	7	3	6	5	2	host	gene-AUO97_RS13725	False	
gene-AUO97_RS05680	21	19	6	14	1	0	host	gene-AUO97_RS05680	False	
gene-AUO97_RS16295	11	15	7	6	3	2	host	gene-AUO97_RS16295	False	
gene-AUO97_RS11620	288	169	91	59	49	37	host	rep	False	
gene-AUO97_RS19690	169	132	56	82	29	22	host	gene-AUO97_RS19690	False	
gene-AUO97_RS02785	122	85	28	34	7	4	host	gene-AUO97_RS02785	False	
gene-AUO97_RS13405	147	92	65	74	39	31	host	gene-AUO97_RS13405	False	
gene-AUO97_RS08665	149	111	76	82	39	29	host	gene-AUO97_RS08665	False	
gene-AUO97_RS10845	19	14	5	5	0	2	host	gene-AUO97_RS10845	False	
gene-AUO97_RS14105	67	65	31	36	39	20	host	gene-AUO97_RS14105	False	
gene-AUO97_RS16760	7	17	4	5	2	1	host	gene-AUO97_RS16760	False	
gene-AUO97_RS11585	97	85	24	26	14	10	host	gene-AUO97_RS11585	False	
gene-AUO97_RS04455	350	276	69	120	52	34	host	gene-AUO97_RS04455	False	
gene-AUO97_RS08460	0	0	0	0	0	0	host	gene-AUO97_RS08460	False	
gene-AUO97_RS14200	360	239	64	52	55	25	host	paaG	False	
gene-AUO97_RS01430	735	492	205	243	154	92	host	gene-AUO97_RS01430	False	
gene-AUO97_RS10245	119	61	18	26	12	10	host	gene-AUO97_RS10245	False	
gene-AUO97_RS02295	175	138	40	57	14	15	host	gene-AUO97_RS02295	False	
gene-AUO97_RS19580	95	92	39	42	20	9	host	gene-AUO97_RS19580	False	
gene-AUO97_RS08730	139	119	31	24	14	10	host	gene-AUO97_RS08730	False	
gene-AUO97_RS00360	43	19	10	14	4	1	host	gene-AUO97_RS00360	False	
gene-AUO97_RS18170	0	0	0	0	0	0	host	gene-AUO97_RS18170	False	
gene-AUO97_RS12115	271	265	171	219	113	91	host	nfuA	False	
gene-AUO97_RS13150	0	0	0	0	0	0	host	gene-AUO97_RS13150	False	
gene-AUO97_RS08150	0	0	0	0	0	0	host	gene-AUO97_RS08150	False	
gene-AUO97_RS07960	1	0	0	0	0	0	host	gene-AUO97_RS07960	False	
gene-AUO97_RS16070	78	84	28	49	22	17	host	gene-AUO97_RS16070	False	
gene-AUO97_RS16345	17	18	5	4	2	0	host	gene-AUO97_RS16345	False	
gene-AUO97_RS02765	145	95	37	50	28	21	host	gene-AUO97_RS02765	False	
gene-AUO97_RS12225	59	65	27	22	21	8	host	gene-AUO97_RS12225	False	
gene-AUO97_RS15400	747	526	145	172	109	66	host	gene-AUO97_RS15400	False	
gene-AUO97_RS04735	96	89	44	59	37	38	host	gene-AUO97_RS04735	False	
gene-AUO97_RS05965	0	0	0	0	0	0	host	trbL	False	
gene-AUO97_RS00430	29	17	6	9	2	4	host	gene-AUO97_RS00430	False	
gene-AUO97_RS15765	200	164	28	63	26	20	host	gene-AUO97_RS15765	False	
gene-AUO97_RS05200	49	39	8	9	7	4	host	gene-AUO97_RS05200	False	
gene-AUO97_RS10750	283	220	85	103	24	25	host	gene-AUO97_RS10750	False	
gene-AUO97_RS05085	0	0	0	0	0	0	host	gene-AUO97_RS05085	False	
gene-AUO97_RS11760	0	0	0	0	0	0	host	gene-AUO97_RS11760	False	
gene-AUO97_RS06060	590	485	112	106	45	32	host	gene-AUO97_RS06060	False	
gene-AUO97_RS07595	543	448	131	150	87	70	host	gene-AUO97_RS07595	False	
gene-AUO97_RS02030	9	11	1	3	4	1	host	gene-AUO97_RS02030	False	
gene-AUO97_RS05760	83	61	13	16	15	6	host	pyrE	False	
gene-AUO97_RS07570	764	649	211	220	89	67	host	gene-AUO97_RS07570	False	
gene-AUO97_RS03445	37	49	14	10	8	7	host	gene-AUO97_RS03445	False	
gene-AUO97_RS09145	408	304	71	74	53	35	host	gene-AUO97_RS09145	False	
gene-AUO97_RS05090	0	0	0	0	0	0	host	gene-AUO97_RS05090	False	
gene-AUO97_RS18080	33	26	8	9	7	7	host	gene-AUO97_RS18080	False	
gene-AUO97_RS04200	17	8	7	5	2	1	host	gene-AUO97_RS04200	False	
gene-AUO97_RS11570	704	526	197	233	109	72	host	trxB	False	
gene-AUO97_RS11955	4	9	9	0	2	0	host	gene-AUO97_RS11955	False	
gene-AUO97_RS10250	23	9	5	9	4	2	host	gene-AUO97_RS10250	False	
gene-AUO97_RS16850	54	38	21	19	7	11	host	gene-AUO97_RS16850	False	
